"","Race","Region","EDUC","Gender"
"1572","Hispanic","Midwest","Primary","Male"
"1573","White","South","Secondary","Male"
"1574","White","South","Secondary","Male"
"1575","White","South","Masters","Male"
"1576","White","South","Bachelors","Female"
"1577","Black","Midwest","Professional","Female"
"1578","White","Midwest","Professional","Male"
"1579","White","Midwest","Primary","Male"
"1580","Hispanic","Northeast","Primary","Female"
"1581","White","South","Bachelors","Male"
"1582","White","South","Bachelors","Male"
"1583","White","South","Bachelors","Female"
"1584","Black","Midwest","Secondary","Male"
"1585","White","Midwest","Secondary","Male"
"1586","Black","South","Secondary","Female"
"1587","Black","South","Professional","Female"
"1588","Hispanic","West","Secondary","Male"
"1589","White","Northeast","Bachelors","Male"
"1590","Black","Midwest","Bachelors","Female"
"1591","White","West","Secondary","Female"
"1592","White","Midwest","Primary","Female"
"1593","White","Midwest","Secondary","Male"
"1594","Black","South","Professional","Female"
"1595","White","Northeast","Professional","Female"
"1596","White","South","Professional","Female"
"1597","Hispanic","West","Bachelors","Female"
"1598","White","Midwest","Secondary","Male"
"1599","White","West","Secondary","Male"
"1600","Other","Midwest","Masters","Female"
"1601","White","South","Professional","Female"
"1602","White","South","Masters","Female"
"1603","White","Midwest","Secondary","Female"
"1604","Hispanic","South","Primary","Female"
"1605","Asian/Pacific Islander","South","Secondary","Male"
"1606","White","Northeast","Masters","Male"
"1607","White","Midwest","Secondary","Female"
"1608","Hispanic","Midwest","Secondary","Male"
"1609","White","Northeast","Secondary","Female"
"1610","Hispanic","Midwest","Secondary","Female"
"1611","White","South","Secondary","Male"
"1612","White","Midwest","Professional","Male"
"1613","White","Midwest","Secondary","Male"
"1614","White","West","Bachelors","Male"
"1615","Hispanic","South","Secondary","Female"
"1616","White","Midwest","Bachelors","Female"
"1617","Black","South","Secondary","Female"
"1618","White","West","Secondary","Female"
"1619","White","Midwest","Secondary","Male"
"1620","White","Northeast","Secondary","Male"
"1621","White","South","Bachelors","Male"
"1622","White","Midwest","Secondary","Male"
"1623","Black","Northeast","Bachelors","Male"
"1624","White","South","Secondary","Male"
"1625","White","Midwest","Masters","Male"
"1626","White","South","Secondary","Female"
"1627","White","South","Masters","Female"
"1628","White","Midwest","Secondary","Female"
"1629","White","Midwest","Secondary","Female"
"1630","White","Midwest","Primary","Male"
"1631","White","Northeast","Primary","Male"
"1632","White","Midwest","Secondary","Male"
"1633","White","West","Bachelors","Male"
"1634","Hispanic","Midwest","Professional","Female"
"1635","White","South","Secondary","Male"
"1636","White","Midwest","Secondary","Female"
"1637","Black","Midwest","Secondary","Male"
"1638","Hispanic","West","Primary","Female"
"1639","White","Northeast","Secondary","Male"
"1640","White","South","Bachelors","Male"
"1641","Black","South","Professional","Male"
"1642","White","Midwest","Secondary","Male"
"1643","White","Midwest","Secondary","Male"
"1644","White","South","Professional","Female"
"1645","White","Midwest","Secondary","Female"
"1646","Hispanic","South","Secondary","Female"
"1647","White","Midwest","Professional","Male"
"1648","White","West","Secondary","Male"
"1649","White","Midwest","Professional","Male"
"1650","White","Midwest","Bachelors","Male"
"1651","Other","Midwest","Secondary","Female"
"1652","White","Midwest","Bachelors","Female"
"1653","White","Midwest","Bachelors","Male"
"1654","Black","Midwest","Secondary","Male"
"1655","White","Midwest","Primary","Female"
"1656","Other","Midwest","Primary","Female"
"1657","Other","Northeast","Primary","Female"
"1658","White","South","Secondary","Female"
"1659","Hispanic","West","Professional","Male"
"1660","Black","South","Bachelors","Female"
"1661","White","Midwest","Bachelors","Female"
"1662","Hispanic","South","Secondary","Male"
"1663","White","Midwest","Bachelors","Male"
"1664","Asian/Pacific Islander","Northeast","Professional","Female"
"1665","White","South","Primary","Female"
"1666","White","South","Secondary","Female"
"1667","White","South","Secondary","Male"
"1668","Hispanic","South","Bachelors","Female"
"1669","White","Midwest","Professional","Female"
"1670","White","Northeast","Secondary","Female"
"1671","Hispanic","South","Primary","Male"
"1672","White","South","Secondary","Female"
"1673","White","South","Secondary","Male"
"1674","White","Midwest","Secondary","Female"
"1675","White","South","Secondary","Male"
"1676","White","South","Secondary","Female"
"1677","White","West","Masters","Male"
"1678","White","South","Bachelors","Female"
"1679","White","West","Bachelors","Female"
"1680","White","Midwest","Secondary","Male"
"1681","Asian/Pacific Islander","Midwest","Bachelors","Male"
"1682","White","South","Secondary","Female"
"1683","Black","South","Masters","Female"
"1684","White","West","Secondary","Male"
"1685","White","South","Masters","Female"
"1686","Black","South","Primary","Male"
"1687","Black","South","Secondary","Female"
"1688","White","West","Secondary","Female"
"1689","Black","South","Professional","Female"
"1690","White","Midwest","Secondary","Male"
"1691","Hispanic","South","Secondary","Male"
"1692","White","South","Secondary","Female"
"1693","White","Midwest","Professional","Female"
"1694","Asian/Pacific Islander","Midwest","Secondary","Female"
"1695","Black","South","Secondary","Female"
"1696","White","Midwest","Secondary","Female"
"1697","White","South","Bachelors","Male"
"1698","White","Northeast","Bachelors","Female"
"1699","White","Midwest","Secondary","Male"
"1700","White","Midwest","Bachelors","Male"
"1701","Other","Midwest","Primary","Female"
"1702","White","Midwest","Bachelors","Female"
"1703","Black","South","Secondary","Female"
"1704","Asian/Pacific Islander","West","Secondary","Female"
"1705","White","South","Secondary","Male"
"1706","White","West","Professional","Female"
"1707","White","South","Secondary","Female"
"1708","Hispanic","Midwest","Secondary","Female"
"1709","White","West","Bachelors","Male"
"1710","White","South","Professional","Female"
"1711","White","Midwest","Bachelors","Male"
"1712","Black","South","Secondary","Female"
"1713","White","South","Professional","Male"
"1714","White","Midwest","Bachelors","Male"
"1715","White","Midwest","Professional","Female"
"1716","White","West","Professional","Female"
"1717","Other","Midwest","Bachelors","Female"
"1718","White","Northeast","Masters","Female"
"1719","White","South","Secondary","Male"
"1720","White","Midwest","Secondary","Male"
"1721","Black","South","Secondary","Female"
"1722","White","West","Primary","Male"
"1723","Hispanic","Midwest","Professional","Female"
"1724","Black","South","Professional","Male"
"1725","White","West","Bachelors","Female"
"1726","Black","South","Professional","Male"
"1727","Black","South","Secondary","Female"
"1728","Hispanic","South","Primary","Male"
"1729","White","West","Secondary","Male"
"1730","White","Midwest","Bachelors","Female"
"1731","White","Midwest","Bachelors","Female"
"1732","White","South","Secondary","Male"
"1733","Hispanic","West","Primary","Female"
"1734","Hispanic","West","Secondary","Male"
"1735","White","Midwest","Bachelors","Male"
"1736","White","Midwest","Masters","Female"
"1737","Asian/Pacific Islander","West","Professional","Female"
"1738","White","Midwest","Secondary","Female"
"1739","Black","South","Primary","Female"
"1740","Hispanic","Midwest","Secondary","Female"
"1741","White","South","Professional","Female"
"1742","White","South","Bachelors","Male"
"1743","Hispanic","South","Secondary","Female"
"1744","White","Midwest","Primary","Male"
"1745","White","Midwest","Masters","Female"
"1746","White","Midwest","Bachelors","Male"
"1747","White","Northeast","Bachelors","Male"
"1748","White","South","Secondary","Male"
"1749","Other","Midwest","Primary","Male"
"1750","Hispanic","Midwest","Primary","Male"
"1751","White","Midwest","Secondary","Female"
"1752","Hispanic","West","Primary","Female"
"1753","White","Midwest","Secondary","Female"
"1754","White","West","Bachelors","Female"
"1755","Black","South","Secondary","Male"
"1756","Black","Midwest","Secondary","Male"
"1757","White","South","Secondary","Female"
"1758","White","South","Bachelors","Male"
"1759","Hispanic","Northeast","Masters","Male"
"1760","Black","South","Secondary","Male"
"1761","White","West","Bachelors","Female"
"1762","Hispanic","Northeast","Masters","Male"
"1763","White","South","Masters","Female"
"1764","White","Northeast","Secondary","Male"
"1765","White","West","Professional","Male"
"1766","Black","Midwest","Secondary","Male"
"1767","Hispanic","West","Primary","Male"
"1768","White","Midwest","Masters","Male"
"1769","White","Midwest","Bachelors","Male"
"1770","White","Midwest","Primary","Male"
"1771","White","Midwest","Secondary","Female"
"1772","White","South","Secondary","Female"
"1773","White","West","Secondary","Female"
"1774","Hispanic","Northeast","Bachelors","Female"
"1775","White","South","Bachelors","Female"
"1776","White","South","Bachelors","Male"
"1777","White","Midwest","Bachelors","Male"
"1778","White","Midwest","Secondary","Male"
"1779","Black","South","Secondary","Male"
"1780","Asian/Pacific Islander","Northeast","Secondary","Female"
"1781","White","South","Secondary","Female"
"1782","White","West","Secondary","Male"
"1783","White","Northeast","Secondary","Male"
"1784","Hispanic","West","Secondary","Female"
"1785","Other","South","Secondary","Male"
"1786","Black","South","Masters","Male"
"1787","White","Midwest","Secondary","Male"
"1788","White","South","Bachelors","Male"
"1789","Hispanic","South","Primary","Male"
"1790","White","Northeast","Secondary","Male"
"1791","Hispanic","Midwest","Secondary","Female"
"1792","Black","South","Primary","Female"
"1793","White","South","Bachelors","Female"
"1794","White","Northeast","Masters","Female"
"1795","White","Midwest","Secondary","Female"
"1796","White","Midwest","Secondary","Male"
"1797","White","Midwest","Bachelors","Female"
"1798","Black","South","Masters","Female"
"1799","White","South","Masters","Male"
"1800","Black","Midwest","Secondary","Male"
"1801","Hispanic","West","Primary","Female"
"1802","Asian/Pacific Islander","South","Masters","Female"
"1803","Asian/Pacific Islander","Midwest","Primary","Female"
"1804","White","South","Secondary","Female"
"1805","White","West","Professional","Male"
"1806","White","South","Secondary","Female"
"1807","White","Midwest","Secondary","Female"
"1808","Black","Northeast","Masters","Female"
"1809","White","Northeast","Bachelors","Male"
"1810","White","Northeast","Secondary","Female"
"1811","Asian/Pacific Islander","Midwest","Masters","Male"
"1812","White","Northeast","Professional","Female"
"1813","Black","West","Primary","Male"
"1814","White","Midwest","Bachelors","Male"
"1815","White","South","Secondary","Female"
"1816","Hispanic","Northeast","Secondary","Female"
"1817","Hispanic","South","Secondary","Male"
"1818","White","Midwest","Professional","Female"
"1819","White","West","Masters","Female"
"1820","White","South","Professional","Male"
"1821","White","Northeast","Secondary","Female"
"1822","Hispanic","South","Professional","Female"
"1823","Hispanic","Northeast","Secondary","Female"
"1824","White","Northeast","Masters","Male"
"1825","White","Northeast","Secondary","Female"
"1826","White","West","Professional","Male"
"1827","Hispanic","South","Primary","Female"
"1828","Black","South","Primary","Male"
"1829","White","Midwest","Primary","Male"
"1830","Black","Midwest","Secondary","Male"
"1831","White","South","Professional","Female"
"1832","Black","South","Secondary","Female"
"1833","White","South","Secondary","Male"
"1834","Black","South","Professional","Female"
"1835","White","West","Secondary","Female"
"1836","White","Midwest","Bachelors","Male"
"1837","Black","West","Secondary","Male"
"1838","White","West","Secondary","Female"
"1839","Black","South","Secondary","Female"
"1840","Hispanic","Northeast","Primary","Female"
"1841","White","Midwest","Secondary","Female"
"1842","Black","South","Secondary","Male"
"1843","Black","South","Masters","Female"
"1844","White","Northeast","Secondary","Female"
